context	label	split
The standard approach is to train two models independently and then intersect their predictions ( <CITED HERE> ) .	CompareOrContrast	train
We use the same method as <CITED HERE> for generating our multimodal corpora : for each word token in the text corpus , a feature is selected stochastically from the word 's feature distribution , creating a word-feature pair .	Uses	train
MI was also recently used for inference-rule SPs by <CITED HERE> .	Background	train
Based on this advise ( Moore and <CITED HERE> ) exclude the latent segmentation variables and opt for a heuristic training procedure .	CompareOrContrast	train
For example , 10 million words of the American National Corpus ( Ide et al. , 2002 ) will have manually corrected POS tags , a tenfold increase over the Penn Treebank ( <CITED HERE> ) , currently used for training POS taggers .	Background	train
The forward and backward probabilities , p0j and pkn , can be computed using single-source algebraic path for the simpler semiring ( R , + , x , â ) -- or equivalently , by solving a sparse linear system of equations over R , a much-studied problem at O ( n ) space , O ( nm ) time , and faster approximations ( <CITED HERE> ) .	Background	train
4To prove ( 1 ) â ( 3 ) , express f as an FST and apply the well-known Kleene-Sch Â¨ utzenberger construction ( <CITED HERE> ) , taking care to write each regexp in the construction as a constant times a probabilistic regexp .	Uses	train
Second , software for utilizing this ontology already exists : MetaMap ( <CITED HERE> ) identifies concepts in free text , and SemRep ( Rindflesch and Fiszman 2003 ) extracts relations between the concepts .	Background	train
Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( <CITED HERE> ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( Wu et al. , 2013 ) ( Ramakrishnan A et al. , 2009 ) , where specified meter or rhyme schemes are enforced .	CompareOrContrast	train
Most DOP models , such as in Bod ( 1993 ) , Goodman ( 1996 ) , <CITED HERE> , Sima'an ( 2000 ) and Collins & Duffy ( 2002 ) , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .	Background	train
The best performance on the WSJ corpus was achieved by a combination of the SATZ system ( <CITED HERE> ) with the Alembic system ( Aberdeen et al. 1995 ) : a 0.5 % error rate .	CompareOrContrast	train
The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory ( BHT ) , following <CITED HERE> .	Background	train
This method allows the efficient retrieval of arbitrary length n-grams ( Nagao and Mori , 94 ; Haruno et al. , 96 ; Ikehaxa et al. , 96 ; <CITED HERE> ; Russell , 1998 ) .	Background	train
The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in <CITED HERE> , or semantic nets as in Winston ( 1975 ) .	CompareOrContrast	train
Our most accurate product model achieves an F score of 92.5 without the use of discriminative reranking and comes close to the best known numbers on this test set ( <CITED HERE> ) .	CompareOrContrast	train
To demonstrate that this is possible we have implemented a system which constructs dictionary entries for the PATR-II system ( <CITED HERE> and references therein ) .	Uses	train
Other works ( Kasper et al. , 1995 ; <CITED HERE> ) convert HPSG grammars into LTAG grammars .	CompareOrContrast	train
The work of <CITED HERE> demonstrates that faceted queries can be converted into simple filtering constraints to boost precision .	Background	train
Efficient hardware implementation is also possible via chip-level parallelism ( <CITED HERE> ) .	Future	train
2We could just as easily use other symmetric `` association '' measures , such as 02 ( Gale & Church , 1991 ) or the Dice coefficient ( <CITED HERE> ) .	CompareOrContrast	train
<CITED HERE> have argued that Dale and Reiter 's ( 1995 ) dichotomy between salient and nonsalient objects ( where the objects in the domain are the salient ones ) should be replaced by an account that takes degrees of salience into account : No object can be too unsalient to be referred to , as long as the right properties are available .	Background	train
The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by <CITED HERE> where program flowcharts were constructed from traces of their behaviors .	CompareOrContrast	train
Character classes , such as punctuation , are defined according to the Unicode Standard ( <CITED HERE> ) .	Uses	train
Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; Abney , 1991 ; <CITED HERE> ) .	Background	train
Finally , it has been shown by Groesser ( 1981 ) that the ratio of derived to explicit information necessary for understanding a piece of text is about 8:1 ; furthermore , our reading of the analysis of five paragraphs by <CITED HERE> strongly suggests that only the most direct or obvious inferences are being made in the process of building a model or constructing a theory of a paragraph .	Motivation	train
In other methods , lexical resources are specifically tailored to meet the requirements of the domain ( Rosario and Hearst , 2001 ) or the system ( <CITED HERE> ) .	Background	train
The exact form of M ( Si ) need not be discussed at this point ; it could be a conceptual dependence graph ( <CITED HERE> ) , a deep parse of Si , or some other representation .	Background	train
Some methods are based on likelihood ( Och and Ney , 2002 ; Blunsom et al. , 2008 ) , error rate ( Och , 2003 ; <CITED HERE> ; Pauls et al. , 2009 ; Galley and Quirk , 2011 ) , margin ( Watanabe et al. , 2007 ; Chiang et al. , 2008 ) and ranking ( Hopkins and May , 2011 ) , and among which minimum error rate training ( MERT ) ( Och , 2003 ) is the most popular one .	Background	train
Similarly , ( <CITED HERE> ) and ( Shinyanma et al. , 2002 ) learn sentence level paraphrase templates from a corpus of news articles stemming from different news source .	Background	train
This setup is also scalable to a higher number of word pairs ( 350 ) as was shown in <CITED HERE> .	Background	train
More recent work on terminology structuring has focussed on formal similarity to develop hypotheses on the semantic relationships between terms : Daille ( 2003 ) uses derivational morphology ; <CITED HERE> use , as a starting point , a number of identical characters .	Background	train
Louwerse et al. ( 2006 ) and Louwerse et al. ( 2007 ) study the relation between eye gaze , facial expression , pauses and dialogue structure in annotated English map-task dialogues ( <CITED HERE> ) and find correlations between the various modalities both within and across speakers .	Background	train
Some examples include text categorization ( Lewis and Catlett 1994 ) , base noun phrase chunking ( Ngai and Yarowsky 2000 ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( <CITED HERE> ) , and word sense disambiguation ( Fujii et al. 1998 ) .	Background	train
It is known that certain cue words and phrases ( <CITED HERE> ) can serve as explicit indicators of discourse structure .	Motivation	train
The last point may be seen better if we look at some differences between our system and KRYPTON , which also distinguishes between an object theory and background knowledge ( cfXXX <CITED HERE> ) .	CompareOrContrast	train
One approach to this problem is that taken by the ASCOT project ( <CITED HERE> ; Akkerman , 1986 ) .	Background	train
Though we could have used a further downstream measure like BLEU , METEOR has also been shown to directly correlate with translation quality ( <CITED HERE> ) and is simpler to measure .	Motivation	train
For all experiments reported in this section we used the syntactic dependency parser MaltParser v1 .3 ( Nivre 2003 , 2008 ; KÃ¼bler , McDonald , and <CITED HERE> ) , a transition-based parser with an input buffer and a stack , which uses SVM classifiers	Uses	train
We conducted experiments with gold features to assess the potential of these features , and with predicted features , obtained from training a simple maximum likelihood estimation classifier on this resource ( <CITED HERE> ) .19 The first part of Table 8 shows that the RAT ( rationality ) feature is very relevant ( in gold ) , but suffers from low accuracy ( no gains in machine-predicted input ) .	Uses	train
In our previous work ( <CITED HERE> ; Salloum and Habash , 2012 ) , we applied our approach to tokenized Arabic and our DA-MSA transfer component used feature transfer rules only .	CompareOrContrast	train
It has already been used to implement a framework for teaching NLP ( <CITED HERE> ) .	Extends	train
Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( Liu et al. , 2006 , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; <CITED HERE> ; Shen et al. , 2008 ; Zhang et al. , 2011b ) .	Background	train
Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , <CITED HERE> , Murphy and Vogel ( 2007 ) and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .	Background	train
Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of <CITED HERE> , the `` diagnosis from first principles '' of Reiter ( 1987 ) , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .	CompareOrContrast	train
On the other side , wikis started as collective works where each entry is not owned by a single author e.g. <CITED HERE> .	Background	train
To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( <CITED HERE> ) , the Buckwalter morphological analyzer ( Buckwalter 2004 ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( Habash and Rambow 2005 ; Habash , Rambow , and Roth 2012 ) .	CompareOrContrast	train
<CITED HERE> has built a semantic role classifier exploiting the interdependence of semantic roles .	Uses	train
Others have applied the NLP technologies of near-duplicate detection and topic-based text categorization to politically oriented text ( Yang and Callan , 2005 ; <CITED HERE> ) .	Background	train
8 It is based on the dataset of <CITED HERE> ,9 which consists of 1000 positive and 1000 negative movie reviews , tokenized and divided into 10 folds ( F0 -- F9 ) .	Extends	train
In previous work ( <CITED HERE> ) , we described an experimental text-to-speech system that determined prosodic phrasing for the Olive -- Liberman synthesizer ( Olive and Liberman 1985 ) .	Extends	train
The UMLS -- the Unified Medical Language System ( UMLS ) has been developed and maintained by National Library of Medicine ( NLM ) <CITED HERE> .	Background	train
The data used in the experiment was selected from the Penn Treebank Wall Street Journal , and is the same used by <CITED HERE> .	Uses	train
As shown in <CITED HERE> this is a well-motivated convention since it avoids splitting up lexical rules to transfer the specifications that must be preserved for different lexical entries .	Motivation	train
The reader may consult recent papers on this subject ( e.g. Moens and Steedman 1987 ; <CITED HERE> ) to see what a formal interpretation of events in time might look like .	Background	train
Proceedings of EACL '99 example , the ALE parser ( <CITED HERE> ) presupposes a phrase structure backbone which can be used to determine whether a constraint is to be interpreted bottom-up or topdown .	Background	train
Following Soon et al. ( 2001 ) , we represent use the ACE training data for acquiring our SC clasSCA as a binary value that indicates whether the insifier ; instead , we use the BBN Entity Type Corpus duced SCs of the two NPs involved are the same or ( <CITED HERE> ) , which consists of not .	Uses	train
Following <CITED HERE> , we also compare the performance of our system with a system using features based on the Brown clusters of the word types in a document .	Uses	train
<CITED HERE> use mutual information to identify collocations , a method they claim is reasonably effective for words with a frequency of not less than five .	Background	train
We do this with a first-order HMM part-ofspeech tagger ( Merialdo <CITED HERE> ) .	Uses	train
Using the bottom-up , dynamic programming technique ( see the appendix for details ) of computing inside probabilities ( <CITED HERE> ) , we can efficiently compute the probability of the sentence , P ( w | G ) .	Uses	train
As shown in ( <CITED HERE> ) â¢ The presented research was carried out at the University of Tubingen , Germany , as part of the Sonderforschungsbereich 340 .	Background	train
According to <CITED HERE> , paragraphs are made up of segments , which in turn are made up of sentences or clauses , which in turn are made up of phrases .	Background	train
Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of Reggia ( 1985 ) , the `` diagnosis from first principles '' of <CITED HERE> , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .	CompareOrContrast	train
This choice is motivated by an observation we made previously ( <CITED HERE>a ) : since each post in a sequence is a reply to the preceding post , we could exploit their dependencies by determining their stance labels together .3 As our sequence learner , we employ a maximum entropy Markov model ( MEMM ) ( McCallum et al. , 2000 ) .	Extends	train
Over the past decade , researchers at IBM have developed a series of increasingly sophisticated statistical models for machine translation ( <CITED HERE> ; Brown et al. , 1990 ; Brown et al. , 1993a ) .	Background	train
This may be because pipelines have many engineering advantages , and in practice the sort of problems pointed out by Danlos and other pipeline critics do not seem to be a major problem in current applied NLG systems ( <CITED HERE> ) .	Background	train
This approach has its roots in Fillmore 's Case Grammar ( 1968 ) , and serves as the foundation for two current large-scale semantic annotation projects : FrameNet ( Baker et al. , 1998 ) and PropBank ( <CITED HERE> ) .	Background	train
Two exceptions to this generalisation are the Linguistic String Project ( <CITED HERE> ) and the IBM CRITIQUE ( formerly EPISTLE ) Project ( Heidorn et al. , 1982 ; Byrd , 1983 ) ; the former employs a dictionary of approximately 10,000 words , most of which are specialist medical terms , the latter has well over 100,000 entries , gathered from machine readable sources .	CompareOrContrast	train
They can also shift the dialogue 2The notion of the initiative in this paper is different from that of the dialogue initiative of <CITED HERE> .	CompareOrContrast	train
The Google n-gram data was collected by Google Research for statistical language modelling , and has been used for many tasks such as lexical disambiguation ( <CITED HERE> ) , and contains English n-grams and their observed frequency counts , for counts of at least 40 .	Background	train
Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( Bagga and Baldwin , 1998 ; <CITED HERE> ) .	Background	train
To represent the semantics of predicative units , we use FrameNet inventory of frames and frame elements ( C.<CITED HERE> ) .	Uses	train
Similar observation for surface word frequency was also observed by ( Bertram et al. , 2000 ; Bradley , 1980 ; Burani et al. , 1987 ; Burani et al. , 1984 ; Schreuder et al. , 1997 ; Taft 1975 ; <CITED HERE> ) where it has been claimed that words having low surface frequency tends to decompose .	Background	train
These two sets of data were used for automatic dialogue act classification , which was run in the Weka system ( <CITED HERE> ) .	Uses	train
â¢ The transition probability a is 0.7 using the EM algorithm ( <CITED HERE> ) on the TREC4 ad-hoc query set .	Uses	train
<CITED HERE> obtain promising results in dialogue act tagging of the Switchboard-DAMSL corpus using lexical , syntactic and prosodic cues , while Gravano and Hirschberg ( 2009 ) examine the relation between particular acoustic and prosodic turn-yielding cues and turn taking in a large corpus of task-oriented dialogues .	Background	train
( <CITED HERE> ) has found strong correlations between DF , IG and the X2 statistic for a term .	Background	train
Despite this , to date , there has been little work on corpus-based approaches to help-desk response automation ( notable exceptions are Carmel , Shtalhaim , and Soffer 2000 ; <CITED HERE> ; Bickel and Scheffer 2004 ; Malik , Subramaniam , and Kaushik 2007 ) .	Background	train
To quantify the relative strengths of these transitive inferences , <CITED HERE> propose to assign a weight to each link .	Background	train
While these approaches have been reasonably successful ( see <CITED HERE> ) , Kehler et al. ( 2004 ) speculate that deeper linguistic knowledge needs to be made available to resolvers in order to reach the next level of performance .	Background	train
Lisp is not particularly well suited for interfacing to complex , structured objects , and it was not our intention to embark on a major effort involving the development of a formal model of a dictionary ( of the style described in , eg. , <CITED HERE> ) ; on the other hand a method of access was clearly required , which was flexible enough to support a range of applications intending to make use of the LDOCE tape .	Background	train
We train a 4-gram language model on the Xinhua portion of the English Gigaword corpus using the SRILM Toolkits ( Stolcke , 2002 ) with modified Kneser-Ney smoothing ( <CITED HERE> ) .	Uses	train
â¢ Learnability ( Zernik and Dyer 1987 ) â¢ Text generation ( <CITED HERE> ; Milosavljevic , Tulloch , and Dale 1996 ) â¢ Speech generation ( Rayner and Carter 1997 ) â¢ Localization ( Sch Â¨ aler 1996 )	Background	train
Details of the top performing heuristics of COCKTAIL were reported in ( <CITED HERE> ) .	Background	train
Representative systems are described in <CITED HERE> , De Mattia and Giachin ( 1989 ) , Niedermair ( 1989 ) , Niemann ( 1990 ) , and Young ( 1989 ) .	Background	train
In addition , <CITED HERE> note that our Object Raising rule would assign mean to this category incorrectly .	CompareOrContrast	train
The parallel corpus is word-aligned using GIZA + + ( <CITED HERE> ) .	Uses	train
tions for the remaining 20 % of the instances ; and ( 3 ) train an SVM classifier ( using the LIBSVM package ( <CITED HERE> ) ) on these 20 % of the instances , where each instance , i , is represented by a set of 31 binary features .	Uses	train
Our algorithm is similar to the approach taken by <CITED HERE> for inducing PCFG parsers .	CompareOrContrast	train
Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; Getoor et al. , 2002 ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; <CITED HERE> ) .	Background	train
This experiment was again replicated by <CITED HERE> with 10 subjects .	Background	train
Children use vague adjectives among their first dozens of words ( Peccei 1994 ) and understand some of their intricacies as early as their 24th month ( <CITED HERE> ) .	Background	train
Other approaches use less deep linguistic resources ( e.g. , POS-tags Stymne ( 2008 ) ) or are ( almost ) knowledge-free ( e.g. , <CITED HERE> ) .	CompareOrContrast	train
This includes work on question answering ( Wang et al. , 2007 ) , sentiment analysis ( Nakagawa et al. , 2010 ) , MT reordering ( <CITED HERE> ) , and many other tasks .	Background	train
( 4 ) NE : We use BBN 's IdentiFinder ( <CITED HERE> ) , a MUC-style NE recognizer to determine the NE type of NPZ .	Uses	train
<CITED HERE> has made the first attempt working on the single semantic role level to make further improvement .	CompareOrContrast	train
In particular , since we treat each individual speech within a debate as a single `` document '' , we are considering a version of document-level sentiment-polarity classification , namely , automatically distinguishing between positive and negative documents ( Das and Chen , 2001 ; Pang et al. , 2002 ; <CITED HERE> ; Dave et al. , 2003 ) .	Background	train
raw length value as a feature , we follow our previous work ( <CITED HERE> ; Wagner et al. , 2014 ) and create multiple features for length using a decision tree ( J48 ) .	Extends	train
<CITED HERE> used unification in an SMT system to model some of the	CompareOrContrast	train
Following Ruch et al. ( 2003 ) and <CITED HERE> , we employed Hidden Markov Models to model the discourse structure of MEDLINE abstracts .	Uses	train
The language grounding problem has received significant attention in recent years , owed in part to the wide availability of data sets ( e.g. Flickr , Von Ahn ( 2006 ) ) , computing power , improved computer vision models ( Oliva and Torralba , 2001 ; Lowe , 2004 ; Farhadi et al. , 2009 ; <CITED HERE> ) and neurological evidence of ties between the language , perceptual and motor systems in the brain ( Pulverm Â¨ uller et al. , 2005 ; Tettamanti et al. , 2005 ; Aziz-Zadeh et al. , 2006 ) .	Background	train
Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( Liu et al. , 2006 , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; Marcu et al. , 2006 ; <CITED HERE> ; Zhang et al. , 2011b ) .	Background	train
Previous work has argued that initiative affects the degree of control an agent has in the dialogue interaction ( Whittaker and Stenton , 1988 ; <CITED HERE> ; Chu-Carroll and Brown , 1998 ) .	Background	train
Many provide graphical user interfaces ( GUI ) for manual annotation ( e.g. General Architecture for Text Engineering ( GATE ) ( Cunningham et al. , 1997 ) and the Alembic Workbench ( <CITED HERE> ) ) as well as NLP tools and resources that can be manipulated from the GUI .	Background	train
A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , Lowerre and Reddy 1980 , <CITED HERE> , Reddy 1976 , Walker 1978 , and Wolf and Woods 1980 ) .	CompareOrContrast	train
It allows the construction of a non-TAL ( Shieber , 1994 ) , ( <CITED HERE> ) .	Background	train
In addition , the advantages of using linguistically annotated data over raw data are well documented ( Mair , 2005 ; <CITED HERE> ) .	Background	train
In particular , the `` Semantic Information Retrieval '' project ( SIR <CITED HERE> ) systematically investigates the use of lexical-semantic relations between words or concepts for improving the performance of information retrieval systems .	Motivation	train
Our re-ranking approach , like the approach to parse re-ranking of <CITED HERE> , employs a simpler model -- a local semantic role labeling algorithm -- as a first pass to generate a set of n likely complete assignments of labels to all parse tree nodes .	CompareOrContrast	train
For instance , the Alembic workbench ( <CITED HERE> ) contains a sentence-splitting module that employs over 100 regular-expression rules written in Flex .	Background	train
In contrast , a single statistical model allows one to maintain a single table ( <CITED HERE> ) .	Background	train
Our experiments are based on the multimodal extension of Latent Dirichlet Allocation developed by <CITED HERE> .	Uses	train
First , it has been noted that in many natural language applications it is sufficient to use shallow parsing information ; information such as noun phrases ( NPs ) and other syntactic sequences have been found useful in many large-scale language processing applications including information extraction and text summarization ( Grishman , 1995 ; <CITED HERE> ) .	Background	train
<CITED HERE> adopted a Bayesian method to infer an STSG by exploring the space of alignments based on parse trees .	CompareOrContrast	train
In corpus linguistics building such megacorpora is beyond the scope of individual researchers , and they are not easily accessible ( <CITED HERE> : 56 ) unless the web is used as a corpus ( Kilgarriff and Grefenstette , 2003 ) .	Background	train
In addition , there are a number of projects under way to develop substantial lexicons from machine readable sources ( see <CITED HERE> for details ) .	Background	train
We carried out two parallel experiments with two parsers available for Czech , parser I ( Hajie et al. , 1998 ) and parser II ( <CITED HERE> ) .	Uses	train
Part of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger ( <CITED HERE> ) ) and parsers generally aim to produce a tree spanning each sentence .	Background	train
The elimination of redundant nondeterminism is based on Unfold/Fold transformation techniques ( <CITED HERE> ) .29 The unfolding transformation is also referred to as partial execution , for example , by Pereira and Shieber ( 1987 ) .	Uses	train
Problems such as these have motivated research on more abstract , dependencybased parser evaluation ( e.g. , Lin 1995 ; Carroll , Briscoe , and Sanfilippo 1998 ; Carroll et al. 2002 ; Clark and Hockenmaier 2002 ; <CITED HERE> ; Preiss 2003 ; Kaplan et al. 2004 ; Miyao and Tsujii 2004 ) .	Motivation	train
This seems to provide additional evidence of <CITED HERE>b ) 's suggestion that something like a distributional hypothesis of images is plausible .	CompareOrContrast	train
For instance , GATE currently provides a POS tagger , named entity recogniser and gazetteer and ontology editors ( <CITED HERE> ) .	Background	train
Latent variables we wish to consider are an increased number of word classes ; more flexible regions -- see <CITED HERE> on learning a state transition diagram for acoustic regions in phone recognition -- and phonological features and syllable boundaries .	Background	train
Since earlier versions of the SNoW based CSCL were used only to identify single phrases ( Punyakanok and Roth , 2001 ; Munoz et al. , 1999 ) and never to identify a collection of several phrases at the same time , as we do here , we also trained and tested it under the exact conditions of CoNLL-2000 ( Tjong Kim <CITED HERE> ) to compare it to other shallow parsers .	Uses	train
Using the implicit modeling of argument consistency , we follow the same approach as in our previous work ( <CITED HERE> ) and trained a logistic regression model to predict verb alignment based on the features in Table 1 .	Extends	train
Recent developments in linguistics , and especially on grammatical theory -- for example , Generalised Phrase Structure Grammar ( GPSG ) ( Gazdar et al. , 1985 ) , Lexical Functional Grammar ( LFG ) ( <CITED HERE> ) -- and on natural language parsing frameworks -- for example , Functional Unification Grammar ( FUG ) ( Kay , 1984a ) , PATR-II ( Shieber , 1984 ) -- make it feasible to consider the implementation of efficient systems for the syntactic analysis of substantial fragments of natural language .	Background	train
We train a 4-gram language model on the Xinhua portion of the English Gigaword corpus using the SRILM Toolkits ( <CITED HERE> ) with modified Kneser-Ney smoothing ( Chen and Goodman , 1998 ) .	Uses	train
It is only recently that the web name ambiguity has been approached as a separate problem and defined as an NLP task Web People Search on its own ( <CITED HERE> ; Artiles et al. , 2007 ) .	Background	train
This deficiency is rectified in the verb classification system employed by <CITED HERE> in the Brandeis verb catalogue .	CompareOrContrast	train
Previous work has argued that initiative affects the degree of control an agent has in the dialogue interaction ( <CITED HERE> ; Walker and Whittaker , 1990 ; Chu-Carroll and Brown , 1998 ) .	Background	train
1990 ) , on linguisitic acquisition ( by the use of Part-of-Speech filters hand-crafted by a linguist ) ( <CITED HERE> ) or , more frequently , on a combination of the two ( Smadja , 1993 ; Kilgarriff and Tugwell , 2001 , for example ) .	CompareOrContrast	train
It is frequently used in tasks like scene identification , and <CITED HERE> shows that distance in GIST space correlates well with semantic distance in WordNet .	Motivation	train
Because each rule r consists of a target tree fragment frag and a source string str in the model , we follow <CITED HERE> and decompose the prior probability P0 ( r | N ) into two factors as follows :	Uses	train
To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( Maamouri et al. 2004 ) , the Buckwalter morphological analyzer ( Buckwalter 2004 ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( <CITED HERE> ; Habash , Rambow , and Roth 2012 ) .	CompareOrContrast	train
In our prior work ( <CITED HERE> ) , we examined whether techniques used for predicting the helpfulness of product reviews ( Kim et al. , 2006 ) could be tailored to our peer-review domain , where the definition of helpfulness is largely influenced by the educational context of peer review .	Extends	train
Previous sentiment-analysis work in different domains has considered inter-document similarity ( <CITED HERE> ; Pang and Lee , 2005 ; Goldberg and Zhu , 2006 ) or explicit	Background	train
<CITED HERE>a ) show how a BoVW model may be easily combined with a distributional vector space model of language using only vector concatenation .	Background	train
The following are the various tag sets we use in this article : ( a ) the core POS tag sets CORE44 and the newly introduced CORE12 ; ( b ) CATiB Treebank tag set ( CATIB6 ) ( <CITED HERE> ) and its newly introduced extension of CATIBEX created using simple regular expressions on word form , indicating particular morphemes such as the prefix JI Al + or the suffix v ' + wn ; this tag set is the best-performing tag set for Arabic on predicted values as reported in Section 4 ; ( c ) the PATB full tag set with complete morphological tag ( BW ) ( Buckwalter 2004 ) ; and two extensions of the PATB reduced tag set ( PENN POS , a.k.a. RTS , size 24 [ Diab , Hacioglu , and Jurafsky 2004 ] ) , both outperforming it : ( d ) Kulick , Gabbard , and Marcus ( 2006 ) 's tag set ( KULICK ) , size 43 , one of whose most important extensions is the marking of the definite article clitic , and ( e ) Diab and Benajiba 's ( in preparation ) EXTENDED RTS tag set ( ERTS ) , which marks gender , number , and definiteness , size 134 .	Uses	train
The numeral ( whether it is implicit , as in ( 3 ) , or explicit ) can be construed as allowing the reader to draw inferences about the standards employed ( <CITED HERE> ; DeVault and Stone 2004 ) : ( 3 ) , for example , implies a standard that counts 10 cm as large and 8 cm as not large .	Background	train
Agreement between two annotation sets is calculated here in terms of Cohen 's kappa ( <CITED HERE> ) 1 and corrected kappa ( Brennan and Prediger , 1981 ) 2 .	Uses	train
On the WSJ corpus our system performed slightly better than the combination of the Alembic and SATZ systems described in <CITED HERE> ( 0.44 % vs. 0.5 % error rate ) .	CompareOrContrast	train
<CITED HERE> studied the issue of disambiguation for mono-lingual M.	Background	train
Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; <CITED HERE> ; Getoor et al. , 2002 ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; McCallum and Wellner , 2004 ) .	Background	train
To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( Maamouri et al. 2004 ) , the Buckwalter morphological analyzer ( <CITED HERE> ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( Habash and Rambow 2005 ; Habash , Rambow , and Roth 2012 ) .	CompareOrContrast	train
Although in this paper we take modus ponens as the main rule of inference , in general one can consider deductive closures with respect to weaker , nonstandard logics , ( cfXXX Levesque 1984 ; <CITED HERE> ; Patel-Schneider 1985 ) .	CompareOrContrast	train
Riehemann 1993 ; Oliva 1994 ; Frank 1994 ; <CITED HERE> ; Sanfilippo 1995 ) .	CompareOrContrast	train
Berger et al. 2000 ; Jijkoun and de Rijke 2005 ; <CITED HERE> ) .	CompareOrContrast	train
We will examine the worst-case complexity of interpretation as well as generation to shed some light on the hypothesis that vague descriptions are more difficult to process than others because they involve a comparison between objects ( <CITED HERE> , Krahmer and Theune 2002 ) .	Background	train
A number of proposals in the 1990s deliberately limited the extent to which they relied on domain and/or linguistic knowledge and reported promising results in knowledge-poor operational environments ( Dagan and Itai 1990 , 1991 ; Lappin and Leass 1994 ; Nasukawa 1994 ; <CITED HERE> ; Williams , Harvey , and Preston 1996 ; Baldwin 1997 ; Mitkov 1996 , 1998b ) .	Background	train
From the Meaning-Text Theory ( MTT ) 1 point of view , Natural Language ( NL ) is considered as a correspondence between meanings and texts ( <CITED HERE> ) .	Background	train
This means that natural language expressions such as `` A is B , '' `` A is the same as B , '' etc. are not directly represented by logical equality ; similarly , `` not '' is often not treated as logical negation ; cfXXX <CITED HERE> .	CompareOrContrast	train
The full-listing model claims that polymorphic words are represented as a whole in the human mental lexicon ( <CITED HERE> ; Butterworth , 1983 ) .	Background	train
As for work on Arabic ( MSA ) , results have been reported on the PATB ( Kulick , Gabbard , and Marcus 2006 ; Diab 2007 ; Green and Manning 2010 ) , the Prague Dependency Treebank ( PADT ) ( <CITED HERE> ; Nivre 2008 ) and the CATiB ( Habash and Roth 2009 ) .	Background	train
