context	label	split
For a single layer graphene, we shall use AIREBO-M <CITED HERE> form of the AIREBO potential BIBREF66 , as well as the LCBOP-I potential BIBREF67 , all of which work well for graphene.	used	test
For accurately modeling the interaction between the AgNP and PMMA, the optimized PCFF force field developed by Heinz was used <CITED HERE> .	used	train
For all MD simulations performed in this work, the interaction between copper atoms is described using the embedded atom method (EAM) BIBREF25 , using the potential developed by Mishin et al. <CITED HERE> .	used	train
For carbonaceous structures, popular potentials are: MM3 [32] , Tersoff [33] , the first and second generation reactive empirical bond order (REBO) [34, 35] , adaptive intermolecular reactive empirical bond order (AIREBO) [36] , and ReaxFF <CITED HERE> .	not used	val
For comparison, these properties are also calculated using the environment-dependent interatomic potential (EDIP) (Bazant et al. 1997; <CITED HERE> .	used	train
For comparison, we selected three potentials from the literature that we consider most reliable BIBREF6 , BIBREF13 or most popular <CITED HERE>.	used	test
For completeness and subsequent reference, we begin with a brief summary of the LCBOP potential <CITED HERE> 31]	not used	train
For consistency reasons and from the fact that an artificially high transition temperature, or even the absence of a transition temperature, is a rather common feature of interatomic potentials used for iron <CITED HERE> Urbassek and Sandoval, 2012), the transition temperature of 2500 K is also adopted here for the LBKC-and ZJW-potentials, leading to the values of ε and v T0 presented in Table 4.	not used	test
For consistency with these analyses, we use the modified concentration-dependent embedded atom method (CDEAM) potential version 2 developed by Stukowski and Caro <CITED HERE> to evaluate the energies of the defects.	used	train
For crystalline SiC, GaN, and AlN shell structures with the same interatomic potential <CITED HERE> for Si core, we found that the crystalline GaN shell exhibits an even better performance-a dramatic reduction of 78% in thermal conductivity.	used	train
For example Nb(110) has the lowest surface energy because of bcc structure <CITED HERE> .	not used	train
For example, covalent materials such as silicon and carbon have strong directional bonds and can be modelled by so-called bond order potentials [1, 2, <CITED HERE> ; metals can be described by a model which describes the atomic nucleii as being embedded in a sea of electrons, the so-called embedded atom potentials [4, 5] .	not used	test
For example, later in this article we will be analyzing the EDIP model for silicon BIBREF35 , BIBREF36 , <CITED HERE> archived in OpenKIM BIBREF44 , BIBREF45 , BIBREF15 .	used	train
For example, recently we showed that, despite of pronounced ISRO, INLINEFORM0 alloy described by widely accepted EAM potential <CITED HERE> nucleates in sufficiently lengthy simulations with the formation of INLINEFORM1 intermetallic compound with structure of C15 Laves phase.	not used	train
For example, the ReaxFF potential of RDX (1,3,5-trinitro-1,3,5-triazine) has an extensive training database of DFT calculations not only for 1,600 equilibrated molecular fragments but also for 40 key reaction pathways (i.e. chains of intermediate structures that interpolate the structures of reactant and product molecules; <CITED HERE> .	not used	train
For example, the Tersoff potential is suitable for studying the elastic property of Si, but it shows poor ability to reproduce the melting point [49, <CITED HERE> .	not used	test
For example, the computational costs of REBO BIBREF8 , Tersoff <CITED HERE> , AIREBO BIBREF6 and reaxFF BIBREF7 potentials, as implemented in LAMMPS BIBREF10 , are about 18, 25, 200 and 680 times that of a non reactive potential made of harmonic bonds, respectively, while the cost of a harmonic angle is about INLINEFORM0 times that of a harmonic bond.	not used	val
For example, the modified embedded atom model (MEAM) potential by Jelinek et al. <CITED HERE> used by Liao et al. BIBREF39 , BIBREF40 , BIBREF41 gives a negative shear modulus INLINEFORM2 and a positive enthalpy of formation for the stable Mg INLINEFORM3 Al INLINEFORM4 phase.	not used	train
For example, the pair potential and the embedded-atom method (EAM) potential BIBREF40 are continuously differentiable functions on INLINEFORM7 , while the Stillinger-Weber <CITED HERE> and the Tersoff BIBREF42 potentials can be easily extended to INLINEFORM8 by expressing the angles appearing in them as a function of distances between particles.	not used	train
For example, the potentials developed by Mishin et al. for Ni-Al <CITED HERE> , Ti-Al [34] alloy systems (indexed as P5 and P6 in the follows) were constructed by the cross-interaction of the pure Al, Ni and Ti potentials.	used	train
For failure properties of materials ͑which naturally involves large bond deformation and bond rupture mechanisms͒, this translates into the properties of molecules at large strain, a phenomenon also referred to as hyperelasticity. <CITED HERE> Strachan et al., , 2005 van Duin et al., 2004; Chenoweth et al., 2005; Han et al., 2005; Nielson et al., 2005; Buehler, 2007b; Buehler et al., 2007͒.	not used	train
For further details regarding the potential one should refer to the classic paper by Mishin et al. <CITED HERE> where details of the potential are provided.	not used	train
For further verification, the formation energy, E OSIA of an OSIA in Cu bulk is calculated and compared with results of the recently published paper by Jelinek et al. <CITED HERE> .	not used	train
For instance, Al has the highest ratio between the stable and unstable stacking fault energies (0.83) followed by Ni (0.34) and Cu (0.28) [19] [20] <CITED HERE> .	not used	train
For instance, Botu et al. have improved on previous work by diversifying their training data, e.g., by adding more atomic environments and applying clustering methods <CITED HERE> .	not used	train
For interatomic potentials we use a many-body potential of the embedded atom method type for Cu [39] , and a well-known three-body potential model proposed by Stillinger and Weber (SW) for Si <CITED HERE> .	used	test
For liquid and glassy silica and silicon, several empirical potentials have been adjusted in order to fit, with a minimum number of parameters, ab-initio cohesive energy data BIBREF24 , BIBREF23 and experimental characteristics such as the melting temperature, short-range order, diffusive motion, some characteristic vibrational frequencies and elastic moduli <CITED HERE> , BIBREF38 , BIBREF39 , BIBREF40 , BIBREF27 , BIBREF41 , BIBREF42 , BIBREF43 .	not used	train
For metal catalysts many-body potentials are required and constructing suitable potentials (especially for accurately describing the metal-support interactions), is an active field of research [27] <CITED HERE> [29] .	not used	train
For metallic alloys for example, the embedded atom method (EAM) formalism has been employed, in particular to model CuZr BIBREF32 , BIBREF33 , <CITED HERE> , CuZrAl BIBREF35 and CuMg BIBREF36 alloys.	not used	test
For potentials that use experimental data for their target values, evaluating performance in calculating surface energies is more difficult as only the average value of experimental surface energies is available 46, <CITED HERE> 52.	not used	train
For simulating bulk phase transformations, the Tersoff potential is also competitive among other potentials <CITED HERE> .	not used	train
For species analysis, a 0.2 bond order cutoff is chosen to recognize the molecules forming during the simulation because a low cutoff value is helpful for capturing all the reactions involving those with very short-lived species <CITED HERE> .	not used	train
For studies of atomic mixing in Si the original parametrization of the SW potential <CITED HERE> was applied, whereas for Ge the potential parameters from Posselt and Gabriel [31] were used, but with λ = 21.0.	extended	val
For systems where multi-body interactions are important BIBREF194 , the Stillinger–Weber BIBREF195 , Tersoff BIBREF196 , BIBREF197 , and Brenner BIBREF198 potentials are often used for covalent carbon-like materials, and embedded-atom BIBREF199 , BIBREF200 , effective medium <CITED HERE> , and Finnis–Sinclair potentials BIBREF202 are common choices for metals.	not used	val
For the case of Al, several static and dynamic applications, including stress-strain behavior, melting, proper description of dislocation core regions, point defect diffusion in bulk, adatom organization (island formation) at surfaces, etc., were also explored with the AGNI force field 4, 5, <CITED HERE> 8.	not used	train
For the classical molecular dynamics (MD) simulations we used the reactive Tersoff forcefield <CITED HERE> , BIBREF35 to describe the C-C and C-H bonds using the coefficients for C and H from Ref. BIBREF33 .	not used	train
For the finite element simulation, anisotropic elastic constants-c 11 = 246.5 GPa, c 12 = 147.3 GPa, c 44 = 124.7 GPa for γ and c 11 = 236 GPa, c 12 = 154 GPa, c 44 = 127 GPa for γ -as defined by the interatomic potential <CITED HERE> were used.	used	test
For the interaction between the copper atoms in the workpiece, we used the EAM potential for copper constructed by Johnson <CITED HERE> .	used	train
For the same three crystal structures, Fig. 2 compares the dependence of the thermal expansion coefficient on temperature obtained from max-ent using the 2NN-MEAM potential <CITED HERE> with previous MD results ( Lee, 2007) Touloukian et al., 1975; Yim and Paff, 1974; Anderson and Swenson, 1985) .	used	train
For the solid-solid case, the atomic interaction was modelled via a modified Lennard-Jones (LJ) pair potential (Zhakhovskii et al. 2002) , and for the solidvacuum case, the Mishin's EAM potential for copper was used <CITED HERE> .	used	val
For the studied system with sp 3 C-C bond, the recently developed ReaxFF potential <CITED HERE> is also applicable.	used	val
For these simulations we employed a reactive force field (ReaxFF), published by van Duin in 2001 for hydrocarbons [27] and more recently for other materials including ZnO [28, <CITED HERE> .	used	train
For this reason, we believe that our predictions are potentially better – in the sense that they can turn out to be closer to the results obtained by DFT or TB approaches – than to those obtained when first-generation potentials <CITED HERE> , BIBREF33 , BIBREF34 are employed.	not used	train
For treating crack propagation and to enable an atom to change its coordination within a purely classical simulation, so-called bond-order potentials can be employed [32, <CITED HERE> 34, 35, 36] .	not used	train
Fortini presented a nanoscale comparison of Au and Ru contact behaviour using molecular dynamics simulation <CITED HERE> .	not used	train
Frequently, such systems require different parametrisations for different phases, as in the case of Ni–Al with the B2 phase on one hand<CITED HERE>, and the INLINEFORM0 and INLINEFORM1 phases on the other BIBREF11.	not used	val
From our experience (see, for example Elliott , 2007; <CITED HERE> we believe that this unstable path would eventually meet another bifurcation point on the B2 path at some negative temperature.	used	train
Full atomistic simulations are implemented using classical MD, utilizing the first-principle-based ReaxFF potential <CITED HERE> 44] , known to provide an accurate account of the chemical/mechanical behavior of carbon nanostructures [21, [45] [46] [47] [48] [49] .	not used	train
Further details of the potential and values of the constants for the Si-Li system can be found in the original publication <CITED HERE> .	not used	train
Furthermore, <CITED HERE> , Pavesi et al. (2010) , and Ciccotti et al. (2014) have reported a potential of silicon useful for MD simulation, which enables the structure of silicon to be simulated in both the faces of crystalline and liquid states.	not used	val
Furthermore, preliminary simulations using the EAM potential developed by Sun et al. <CITED HERE> were also conducted, and indicate similar results with Liu's potential.	used	train
GPU-acceleration of many-body potentials such as the Tersoff BIBREF16 , Stillinger-Weber <CITED HERE> , and Brenner BIBREF18 potentials, which play an important role in modelling various materials, is more challenging and has only attracted some attention recently BIBREF19 , BIBREF20 , BIBREF21 , BIBREF22 , BIBREF23 , BIBREF24 .	not used	train
Generally, the EAM potential is simple; however its embedded energy and pair potential are given in the form of spline functions which leads to some inconvenience for calculations <CITED HERE> .	not used	train
Given the very high stresses in the compressed side of the NWs, it is remarkable that most dislocations are nucleated on the tensile side of the wire, and only in the [100] <CITED HERE> 64] .	not used	val
Gold exhibited ductile behavior at both T = 150 K and T = 300 K. <CITED HERE> 76	not used	train
Hauch et al. described a similar phenomenon in their work <CITED HERE> , where the speed of formation of the crack is higher as the crack length increases.	not used	train
Heinz INLINEFORM3 INLINEFORM4 <CITED HERE> , BIBREF41 consider an FFV-like force field that does not include interactions with the hydrogen atoms in water molecules.	not used	train
Heinz et al <CITED HERE> analyzed standard potentials with n/m 12/6 and 9/6, and more precise energetic and dimensional parameters were proposed to provide a good agreement between experimental and calculated data in relative narrow temperature range of 298±200 К.	not used	train
Heinz et al. <CITED HERE> showed that the modified potentials are capable of providing more accurate predictions for the super cell parameters of a number of metals in comparison with conventional potentials.	not used	train
Hence, the As potential parameter INLINEFORM0 <CITED HERE> was rescaled with the difference in cohesive energies of the two elements, and the parameter INLINEFORM1 with the difference in lattice constants.	not used	train
Hence, the interatomic force is usually computed from an efficient empirical potentials like the Brenner potential BIBREF40 or the Stillinger-Weber potential <CITED HERE>.	not used	train
Here JOHNSON <CITED HERE> published an analytical version of the EAM, which incorporates nearest-neighbors-interactions, i.e. atoms only interact with direct neighbors separated by the nearest neighbor distance R 0 = a (e) / √ 2orR = a √ 2(incaseofan FCC lattice), respectively.	not used	val
Here a comparative study of indentation into Si [46] showed that the Stillinger-Weber potential <CITED HERE> produces considerably more dislocations than the Tersoff potential [50] , confirming earlier studies.	not used	train
Here we address the non-equilibrium molecular dynamics (NEMD) calculated thermal conductivity of Si 1-x Ge x NWs with x changing from 0 to 1. (J. Chen et al., 2009) In NEMD, to derive the force term, Stillinger-Weber (SW) potential <CITED HERE> is used for Si and Ge.	used	val
Here we focus on the fracture of Ni 3 Al nanotwinned structures with a reliable empirical potential <CITED HERE> .	used	val
Here, the interaction between carbon atoms is modeled by the Tersoff potential [29, <CITED HERE> with a parameter set optimized by Lindsay and Broido [31] .	not used	val
Here, we adopt the embedded-atom potential (EAM) proposed by Mendelev et al. for the CuZr system <CITED HERE> 22], since it mimics reasonably well the mechanical behavior of the system, and it has been widely used and accepted when studying CuZr metallic glasses [23, 24, 18, 19].	used	test
Here, we applied the potential with the form as in ref 46 , which is successfully used to describe the metal <CITED HERE> 48 and covalent compounds. 49	not used	val
Here, we attempt to take a step in remedying this situation via a universal data-driven atomic force prediction recipe that is as fast as classical force fields but as accurate and versatile as quantum mechanics-based methods [4] [5] [6] <CITED HERE> [8] [9].	not used	train
Here, we illustrate this by calculating core energies of edge type of misfit dislocation in zinc-blende CdS [20] using the literature interatomic potential <CITED HERE> .	used	train
Here, we seek to use a combination of simulations and machine learning [18] [19] <CITED HERE> [21] [22] [23] [24] [25] (ML) to develop a model that can predict plastic regions in Cu-Zr metallic glasses, even at high levels of strain, based on the initial structural data (i.e., atomic positions) alone.	not used	train
Here, we use kernel ridge regression (KRR), 36 ,37 a powerful method that has widely been used in materials informatics [5] [6] <CITED HERE> [8] [9] [27] [28] [29] 38.	not used	train
However representation ( EQREF7 ) may be inconvenient in the case of bond-order potentials, such as Stillinger-Weber <CITED HERE> and Tersoff BIBREF5 , which depend on the angles between bonds.	not used	train
However, a comparison across several potential functions [32] specifically compared to study the nanoindentation process suggests that the potential energy function proposed by Li et al. <CITED HERE> poses some serious concerns on the simulation results and is hence unreliable to study Ta under the conditions of high pressure.	not used	val
However, one problem with classical simulations is that it is difficult to created accurate parameterizations that allow for bond-making and bond-breaking, especially for configurations far from equilibrium such as transition states (see <CITED HERE> for a review).	not used	train
However, the exact cooling rate limit that allows formation of tetrataenite is not known as experiments cannot access this low cooling rate range, and numerical simulations have not been performed for the low-temperature range of the FeNi diagram <CITED HERE> .	not used	val
However, we used the ReaxFF reactive force field instead of the switching-function based approach, which was made possible by the availability of a ReaxFF parameterisation for general hydrocarbon and carbohydrate compounds <CITED HERE> ).	used	val
If we assume that the nucleus has a spherical shape, the nucleation energy barrier G * can be calculated as Modern simulation techniques allow to obtain reliable data on the bulk driving forces, μ [5] [6] <CITED HERE> and the SLI free energies at the melting temperatures, γ [8, 9] .	not used	train
In 2009, efforts were initiated to redevelop ReaxFF for aqueous chemistry, and it became clear that the 2008-C/H/O combustion force field, which at that time was already extended to a significant range of metal oxide (Me = V/Bi/Mo/Nb/Si) materials and catalysts, <CITED HERE> [28] [29] [30] [31] could not be parameterised to treat liquid water without changing general-ReaxFF and atom-specific parameters.	not used	test
In INLINEFORM1 -iron, the so-obtained experimental estimates for INLINEFORM2 range between INLINEFORM3 and INLINEFORM4 BIBREF12 , BIBREF13 , BIBREF14 , BIBREF15 whereas atomistic calculations consistently predict INLINEFORM5 to be much higher, ranging between INLINEFORM6 and INLINEFORM7 depending on the interatomic potential model used in the calculations BIBREF16 , BIBREF17 , <CITED HERE> .	not used	test
In Pt-Au system, it has been reported that a segregation-assisted GB phase separation can occur which results in formation of two-phase GBs coexisting with a single-phase bulk [62, <CITED HERE> .	not used	test
In ReaxFF-based MD, all but non-bonding terms depend on the bond-order parameter, determined dynamically on the basis of inter-atomic distances, thus handling chemical changes <CITED HERE> .	not used	train
In Ref. <CITED HERE> Sun et al. dealt with a similar problem in their study of the crystal/melt interface of Mg, which also exhibits a crystal structure with hexagonal point group symmetry.	not used	val
In SW potential <CITED HERE>, the total energy of a system of N atoms is expressed as ( )	extended	train
In Section 2 we consider a phenomenological interaction energy of Tersoff type (see (2) and references <CITED HERE> 20] ) and we identify effective nanotube geometries as stable configurations, i.e., strict local energy minimizers.	not used	train
In Tables TABREF4 and TABREF5 , the bulk properties of hcp Ti calculated with DFT and the two EAM potentials are compared to previous calculations performed with DFT <CITED HERE> , the BO potential BIBREF13 and a new MEAM potential <CITED HERE> and to experimental data.	not used	train
In a recent atomistic study of nanocrystalline Pt-Au, O'Brian et al <CITED HERE> have also shown that different levels of segregation can occur in different types of GBs.	not used	test
In a recent study, the investigators apply the first-principles derived ReaxFF reactive force field to study the disulfide bond strength [42, <CITED HERE>.	not used	train
In addition to the SW and Tersoff potential functions, other potential functions <CITED HERE> Dodson, 1987; Hanson et al., 1997) were also proposed.	not used	train
In addition to the combustion and aqueous branches, there have been several independent branches (e.g., the B/N/H and Ni/C/H sets shown in Figure 2 ) <CITED HERE> 33.	not used	train
In addition, Vashishta et al. <CITED HERE> using molecular dynamics simulation on glassy SiO 2 , showed that the FSDP is absent in the charge-charge structure factor, which indicates that charge neutrality prevails over length scales between 4 Å and 8 Å.	not used	train
In an extensive study, Ref. [15] reviewed six interatomic potentials (Tersoff[24] , REBO-II [25] , EDIP [26] , LCBOP-I <CITED HERE> , ReaxFF [28] and COMB3 [29] ) commonly used for a-C in MD simulations, but found sp 3 fractions at least 10% lower than in experimental studies for all potentials.	not used	train
In another (i.e. dynamic n-tuple computation), n-tuple lists within given interaction ranges are constructed at every simulation time step [3, <CITED HERE> .	used	val
In calculations, we employ the second Nearest Neighbor Modified EmbeddedAtom Method potential (2NN-MEAM) of Cui et al. <CITED HERE> .	used	train
In case of Si NW, we used Stillinger-Weber <CITED HERE> potential, which has been applied to model thermoelectric properties of Si both in the bulk and on the nanoscale [17, 18] .	used	val
In contrast to classical molecular 8 Bond order potentials are based on Linus C. Pauling's bond order concept, which defines the bond order as the half difference of binding and antibinding valence electrons in the molecular orbital [1, <CITED HERE>	not used	val
In contrast, the MKOSYP potential is constructed based on a previously developed interatomic potential for Cu-Zr [49] but adds additional complexity associated with a new pairwise crossfunction created using experimental diffraction data, the liquid density at 1500 K of amorphous Cu 64.5 Zr 35.5 , and the enthalpy of mixing of the liquid state <CITED HERE> .	extended	val
In detail, the LAMMPS software (2016 version, Sandia National Laboratories, Livermore, CA, USA) was used for this simulation, in which a realistic ZrCu embedded-atom method potential <CITED HERE> was adopted	used	train
In experiments, the ultrahigh shear stress should be the driving force to stimulate the phase transformation from BCC-Nb to metastable FCC-Nb with higher energy <CITED HERE> .	not used	train
In fact, a number of EAM models found in the literature impose INLINEFORM3 from the outset BIBREF11 , BIBREF12 , BIBREF13 , BIBREF14 , BIBREF15 , BIBREF16 , <CITED HERE>.	not used	train
In fact, the force field of class (I) created for Al (employing V ′ i;α ) has been successfully used for a variety of MD simulations 5, <CITED HERE> 8.	not used	train
In molecular mechanics, the interaction between carbon atoms can be described by the Tersoff or Brenner potential <CITED HERE>	not used	train
In order to ascertain the sensitivity of void growth calculations to the choice of interatomic potential, we have compared the potential of Mishin et al. (2001) employed in the calculations just described (henceforth referred to as EAM-Mishin) and the potential of <CITED HERE> (henceforth referred to as EAM-Johnson).	used	train
In order to demonstrate the applicability of CAC to model the dislocation dynamics in more realistic metallic materials, we also implemented an EAM interatomic force field [77, <CITED HERE> into CAC.	used	train
In order to enforce tetrahedrality in a model compatible with molecular dynamics, Molinero and Moore introduced the so-called monotonic water (mW) model adapted from the StilingerWeber silicon potential <CITED HERE> 47] .	not used	val
In order to model the interaction of Copper-Copper and Copper-Aluminum atoms, an alloy EAM potential, which is constructed based on BIBREF14 , <CITED HERE> , BIBREF16 , is added to previous framework for pure Al nanocrystalline materials simulations.	extended	val
In order to obtain force field independent results, calculations were performed for SLGs with three semi-empirical potentials, the Tersoff [41, 42] , the REBO [43] and the LCBOP I <CITED HERE> .	used	train
In order to reveal the stress relaxation mechanism of the P2 peak acting at the microscopic level, molecular dynamics (MD) simulations with the software package Lammps [9] and an inter-atomic potential for Au <CITED HERE> were performed simulating approximately 20 000 atoms.	used	train
In order to validate the chosen parameterization for dislocation modeling at atomic scale, its ability to reproduce ab initio calculations of γ-lines is tested (Zimmerman et al. 2000; Godet et al. 2003; Ryu et al. 2009; <CITED HERE> Pizzagalli et al. 2013) .The γ-surface energies computed in this work for the (010), (001), (011) and (110) glide planes are in good agreement with previous ab initio simulations (Carrez et al. 2007; Metsue and Tsuchiya 2013) (Table 3 ; Fig. 4a-h ).	not used	train
In our model it is constant, but there is some theoretical evidence that the diffusivity varies strongly depending on the phase <CITED HERE> .	not used	train
In our recent publication <CITED HERE> we also studied the Monte Carlo performance of composition-dependent interatomic potentials focusing on the comparison of the original and the linearised CD-EAM model.	not used	train
In our simulations we used the functions developed by Mishin <CITED HERE> that accounts well for the dislocations activation energies.	used	train
In our work, the ATFS BIBREF48 , BIBREF51 and Fellinger <CITED HERE> potentials, which Zhang et al. found to reproduce the GSFE at applied strains for the 112 plane in the classical <111> shearing direction, failed to do so for the 110 plane in <110> shearing directions which are typically not subject to intense research efforts.	used	val
In our work, we selected the Stillinger-Weber (SW) potential <CITED HERE> by Serra et al. [12] to describe the Ga-N system.	used	train
In particular, this database serves for constructing and deriving more reliable functional form of inter-atomic potentials for iron with non-collinear magnetic moments based on the many-body Stoner tight-binding Hamiltonian (3, <CITED HERE> 17) .	not used	val
In phosphorene, the interatomic interactions were characterized by the Stillinger-Weber (SW) potential <CITED HERE>.	extended	train
In previous ReaxFF MD simulations, particularly for combustion, employing a high temperature to accelerate the reactions is a common strategy to overcome the limitation of computing power <CITED HERE> [22] [23] [24] [25] [26] [27] [28] [29] [30] [31] [32] .	not used	train
In previous studies <CITED HERE> 13, 16] , strain energies of fully relaxed carbon nanotubes were calculated as a function of the curvature (κ = 1/R).	not used	train
In recent years, machine learning techniques have been employed to cheaply incorporate nanoscale information into more coarsegrained models, e.g. building quantum-mechanics-informed molecular force fields sequentially (Behler and Parrinello 2007; Bartók et al. 2010; Szlachta et al. 2014; <CITED HERE>) and on the fly Botu and Ramprasad 2015; Caccin et al. 2015) ; predicting atomisation energies of organic molecules from density-functional theory (Rupp et al. 2012) ; and informing continuum stress calculations with molecular dynamics (Ulz and Moran 2012) .	not used	val
In recent years, the present authors have developed a robust MD method capable of simulating the growth of II-VI compounds <CITED HERE> .	not used	train
In ref. qtstneb1 the effect of zero-point vibrations was accounted for by computing an approximate quantum correction to the rate of dislocation motion predicted within the classical transition state theory (TST) <CITED HERE> .	not used	test
In searching the literature we found six EAM models for Au BIBREF15 , BIBREF30 , <CITED HERE> , BIBREF32 , BIBREF26 , BIBREF33 .	not used	train
In the MD simulations, the adaptive intermolecular reactive bond order (AIREBO) potential [21] implemented in the software package LAMMPS [22] was used to simulate the formation, separation and rotation of C-C covalent bonds and it can be expressed in terms of, ,, 1 2REBO LJ TORSION ij ij kijl i j i k i jl i j k E E E E               (1)where REBO ij E is the REBO interaction, based on the form proposed by Tersoff <CITED HERE> ;LJ ij E is the Lennard-Jones (LJ) 12-6 potential;TORSION kijl E is the explicit 4-body potential that describes various dihedral angle preferences in the hydrocarbon systems.	not used	val
In the SW potential <CITED HERE>, the total energy of a system composed of N atoms is written as ( ) ( ) ( ) ( ) 1 1 2 1 1 1 cos 2 3 N N i i N R A IJ ij IJ ij IJ ij IK ik jik i j i k i k j E V r V r u r u r θ = = = ≠       = − + +                = ⋅ ⋅ ⋅  	extended	train
In the Tersoff potential for carbon <CITED HERE> 31] , a cutoff function is used for the covalent interaction for atom distances between 0.18 nm to 0.21 nm.	not used	val
In the XRD patterns of these powder mixtures, the peaks from Ni shifted towards smaller 2θ angles demonstrating that the lattice parameter of this phase increased and Fe was dissolved in this phase <CITED HERE> .	not used	val
In the case of graphene, we use the very well established Tersoff interatomic potential for carbon from <CITED HERE> .	used	train
In the development of this study, several interatomic potentials have been tested to describe the structure of borophene, including the Tersoff potential BIBREF34 , <CITED HERE> , BIBREF36 , BIBREF15 , and different versions of ReaxFF.	used	train
In the following, we shall denote this set of potentials as the Johnson potential in view of the long-standing work of Johnson on building potentials [21, <CITED HERE> 29]. Unfortunately, the Johnson Fe potential does not feature a bcc→fcc transition for Fe; the bcc phase is stable up to the melting temperature. We therefore modify it to include the bcc→fcc transformation with a transition temperature of 1183 K, as in experiment; the details are reported in Appendix A.	extended	train
In the initial version, the total energy of a system is approximated to follow the equation of state of Rose et al. and the pair potential is assumed to be an analytical form <CITED HERE> .	not used	test
In the literature, the Vashishta potential <CITED HERE> 34] has been used to represent the interatomic interaction for silica [17, 35] .	not used	train
In the mW model, each water molecule is represented as an atom with tetrahedral interactions described using the Stillinger-Weber (SW) potential <CITED HERE> .	not used	train
"In the next part, we apply our ML potential to the calculation of thermodynamic properties of Al. , where ""300 K""-our potential trained at 300 K with 11 pairs of parameters, ""300 K 1p""-our potential trained at 300 K with 1 pair of parameters, ""EAM""-EAM potential trained on the same training set, ""2000 K""-our potential trained at 2000 K with 11 pairs of parameters, ""LEA""-from 38 , ""Gupta""-from <CITED HERE> ."	not used	val
In the original Tersoff potential <CITED HERE> , BIBREF2 , BIBREF3 INLINEFORM17 , whereas Kumagai et al. BIBREF6 chose INLINEFORM18 . We tried both numbers and found that INLINEFORM19 gives a better potential.	extended	train
In the past 5 years, we have developed a first principlesbased reactive force-field (ReaxFF) approach to significantly reduce the computational cost of simulating chemical reactions (van Duin et al. 2001; <CITED HERE>).	not used	train
In the present datasets, embedded atom method (EAM) potentials for Cu <CITED HERE> and Al [43] were used to generate the minimum energy grain boundaries.	used	val
In the present study, the embedded atom method (EAM) potential developed by Bonny et al. <CITED HERE> was adopted to describe the interactions among atoms of 304 SS.	used	val
In the present study, we use an EAM potential for copper parameterized by Mishin et al. <CITED HERE> , which was constructed by fitting both experimental and ab-initio computational data, for instance, cohesive energy, bulk modulus, elastic constants, intrinsic stacking fault energy, and vacancy formation and migration energies.	used	train
In the present work, we used the Chenoweth et al. (2008) C/H/O ReaxFF parametrization <CITED HERE> and simulations were carried out with a time steps of INLINEFORM0 , with temperatures controlled through a Nosé-Hoover thermostat BIBREF22 , BIBREF23 .	used	train
In the simulation studies described herein, the parameters of Refs. <CITED HERE> and [16] were adopted to describe Si-Si and Ge-Ge interactions.	used	train
In these atomistic simulations, the substrate is crystalline silicon, and interacts with the graphene via a Tersoff interaction <CITED HERE>, which is rather strong.	not used	train
In these simulations, the atoms interact via scalar many-body forces calculated from a magnetic interatomic potential <CITED HERE> as well as via spin orientation dependent forces of the Heisenberg form.	used	val
In this approach, the atomic interactions were modeled through the Tersoff potential <CITED HERE> .	used	train
In this approach, the length dependence, L, of the thermal conductivity can be described by [80, <CITED HERE> :1 = 1 ∞ 1 + Λ (1)Here, Λ is the effective phonon mean free path.	not used	train
In this paper, a novel modification of the Tersoff potential <CITED HERE> for Si is presented.	extended	train
In this paper, a ternary embedded-atom method (EAM) potential for uranium-molybdenum-xenon system developed by Smirnova et al using a force-matching technique and a dataset of ab initio atomic forces <CITED HERE> was used.	used	test
In this paper, using EAM potential <CITED HERE> of iron, molecular dynamics studies have been carried out on a Fe adatom diffusion on three low index surfaces, Fe (110), Fe (001), Fe (111).	used	test
In this paper, we extend the LAMMPS molecular dynamics simulator BIBREF0 with a new, optimized and portable implementation of the Tersoff multi-body potential <CITED HERE> .	used	train
In this paper, we use the original ADP parameterization of Mishin et al. <CITED HERE> for Fe.	used	train
In this procedure, we have adopted ideas that has previously been used for the parametrization of a reactive force field for zinc oxide. <CITED HERE> We will show that this new parametrization also improves the chemical description of ZnO surfaces, nanowires, and especially of the ZnO/water interface, for which we obtain good agreement with higher-level theoretical calculations (DFT) and to available experimental data.	not used	train
In this regard, the Tersoff-Brenner <CITED HERE> 39] potential energy function is used to calculate energetics of carbon bonds within the canonical ensemble known as NVT at room temperature (300 K).	not used	train
In this regards, Ward and co-workers showed that only a BOP approach could adequately predict growth mechanisms [18] <CITED HERE> [20] and can in principle offer a more accurate description of interatomic interactions compared to SW and TR potentials.	not used	train
In this section we test the performance of KIM-potfit by applying it to the optimization of the EDIP model for silicon BIBREF35 , BIBREF36 , <CITED HERE> archived in OpenKIM BIBREF44 , BIBREF45 , BIBREF15 .	used	train
In this section, Tersoff-Brenner interatomic potential for carbon <CITED HERE> Brenner, 1990) , which is widely used in the study of carbon nanotubes, is introduced as follows.	not used	val
In this sense the Chenoweth's <CITED HERE> and Mueller's BIBREF49 set of parameters would be the best choice.	not used	val
In this sense the composition-dependent interatomic potential scheme is reminiscent of the bond-order potential scheme developed by Abell and Tersoff BIBREF14 , BIBREF15 , <CITED HERE> which employs a measure of the bond-order to distinguish between different structural motifs.	not used	train
In this simulation, we employed the embedded-atommethod (EAM) potential [12, 13] which was developed developed by Bonny et.al. <CITED HERE>	used	val
